antecedents,consequents,antecedent support,consequent support,support,confidence,lift,representativity,leverage,conviction,zhangs_metric,jaccard,certainty,kulczynski
frozenset({'类别_电子产品'}),frozenset({'支付方式_储蓄卡'}),0.19818988568476217,0.14269245230221633,0.028283745376826257,0.14271033700384667,1.0001253374046193,1.0,3.544566971623586e-06,1.0000208619121427,0.0001562984737729344,0.09047943927277836,2.0861476932473755e-05,0.1704625316472512
frozenset({'支付方式_储蓄卡'}),frozenset({'类别_电子产品'}),0.14269245230221633,0.19818988568476217,0.028283745376826257,0.19821472629065573,1.0001253374046195,1.0,3.544566971623586e-06,1.0000309816190296,0.00014618055965996454,0.09047943927277836,3.0980659198556165e-05,0.1704625316472512
frozenset({'类别_食品'}),frozenset({'支付方式_储蓄卡'}),0.19820981605793075,0.14269245230221633,0.028281199526239028,0.14268314298810147,0.9999347595898406,1.0,-1.845197438329893e-06,0.9999891413378393,-8.136711983285387e-05,0.090464790590504,-1.085878007239922e-05,0.17044001387816748
frozenset({'支付方式_储蓄卡'}),frozenset({'类别_食品'}),0.14269245230221633,0.19820981605793075,0.028281199526239028,0.19819688476823352,0.9999347595898407,1.0,-1.845197438329893e-06,0.9999838722381448,-7.609836389641084e-05,0.090464790590504,-1.6128021964118406e-05,0.17044001387816748
frozenset({'类别_家居'}),frozenset({'支付方式_微信支付'}),0.10276609575846017,0.14296762238140173,0.0146994503363105,0.14303793705328516,1.00049182234909,1.0,7.225964303995622e-06,1.0000820510906185,0.0005478845331757661,0.06362454572673805,8.204435878934509e-05,0.12292728773718403
frozenset({'支付方式_微信支付'}),frozenset({'类别_家居'}),0.14296762238140173,0.10276609575846017,0.0146994503363105,0.10281663842108289,1.00049182234909,1.0,7.225964303995622e-06,1.0000563348193772,0.0005735846061507985,0.06362454572673805,5.6331645944037896e-05,0.12292728773718403
frozenset({'类别_服装'}),frozenset({'支付方式_微信支付'}),0.19943618865509333,0.14296762238140173,0.028527492385906433,0.14304070178177206,1.0005111604932155,1.0,1.4574677079055853e-05,1.0000852775627995,0.0006381744146012603,0.09088768629806578,8.527029115677836e-05,0.17128941716871166
frozenset({'支付方式_微信支付'}),frozenset({'类别_服装'}),0.14296762238140173,0.19943618865509333,0.028527492385906433,0.19953813255565125,1.0005111604932153,1.0,1.4574677079055853e-05,1.0001273563485085,0.0005961260682771464,0.09088768629806578,0.00012734013093430543,0.17128941716871166
frozenset({'类别_玩具'}),frozenset({'支付方式_微信支付'}),0.0820910249238045,0.14296762238140173,0.011729097348307493,0.14287916808438245,0.9993812983978756,1.0,-7.261303901226826e-06,0.999896800668324,-0.0006739964274740864,0.05498111888707986,-0.00010320998287727506,0.11245970157977328
frozenset({'类别_电子产品'}),frozenset({'支付方式_微信支付'}),0.19818988568476217,0.14296762238140173,0.02832004193234133,0.14289347730583365,0.9994813855449713,1.0,-1.4694804050925658e-05,0.9999134937448207,-0.000646721677663515,0.09052637550844647,-8.651373915895829e-05,0.1704902894255196
frozenset({'支付方式_微信支付'}),frozenset({'类别_电子产品'}),0.14296762238140173,0.19818988568476217,0.02832004193234133,0.19808710154520556,0.9994813855449712,1.0,-1.4694804050925658e-05,0.9998718263046341,-0.0006050758468136745,0.09052637550844647,-0.00012819012596815478,0.1704902894255196
frozenset({'类别_食品'}),frozenset({'支付方式_微信支付'}),0.19820981605793075,0.14296762238140173,0.028357720521032328,0.1430692035592436,1.0007105187604706,1.0,2.013438657498534e-05,1.0001185407016107,0.0008855362615095318,0.09065195988840632,0.00011852665137824684,0.1707099257049965
frozenset({'支付方式_微信支付'}),frozenset({'类别_食品'}),0.14296762238140173,0.19820981605793075,0.028357720521032328,0.19835064785074935,1.0007105187604706,1.0,2.013438657498534e-05,1.0001756775483457,0.0008284567777660726,0.09065195988840632,0.00017564669116574246,0.1707099257049965
frozenset({'类别_家居'}),frozenset({'支付方式_支付宝'}),0.10276609575846017,0.14274627885748917,0.014610563781522085,0.1421729965869534,0.9959839074256492,1.0,-5.891398071050484e-05,0.999331704098548,-0.00447402404704946,0.06327609007795475,-0.0006687428195373976,0.1222631870956715
frozenset({'支付方式_支付宝'}),frozenset({'类别_家居'}),0.14274627885748917,0.10276609575846017,0.014610563781522085,0.1023533776043896,0.9959839074256492,1.0,-5.891398071050484e-05,0.9995402220163552,-0.004681704537595356,0.06327609007795475,-0.00045998947667882874,0.1222631870956715
frozenset({'支付方式_支付宝'}),frozenset({'类别_服装'}),0.14274627885748917,0.19943618865509333,0.02848952284286261,0.19958154475820095,1.0007288351431494,1.0,2.074904282783896e-05,1.0001816001394719,0.0008495784986371341,0.0908197756020894,0.00018156716684885872,0.17121593106013763
frozenset({'类别_服装'}),frozenset({'支付方式_支付宝'}),0.19943618865509333,0.14274627885748917,0.02848952284286261,0.14285031736207432,1.0007288351431494,1.0,2.074904282783896e-05,1.0001213772888127,0.0009097392600545313,0.0908197756020894,0.00012136255815430482,0.17121593106013763
frozenset({'类别_玩具'}),frozenset({'支付方式_支付宝'}),0.0820910249238045,0.14274627885748917,0.011701820377730033,0.14254689094930248,0.9986032006593619,1.0,-1.6367957740457892e-05,0.9997674649423017,-0.001521528727729268,0.05490320143255122,-0.0002325891428280442,0.11226162559181055
frozenset({'类别_电子产品'}),frozenset({'支付方式_支付宝'}),0.19818988568476217,0.14274627885748917,0.028297492969997295,0.14277970276952912,1.000234149095216,1.0,6.624281306332608e-06,1.000038991041332,0.00029195725779983527,0.09051181297467051,3.898952108997819e-05,0.1705079972183527
frozenset({'支付方式_支付宝'}),frozenset({'类别_电子产品'}),0.14274627885748917,0.19818988568476217,0.028297492969997295,0.19823629166717624,1.000234149095216,1.0,6.624281306332608e-06,1.0000578798739976,0.0002730746761176592,0.09051181297467051,5.787652411156946e-05,0.1705079972183527
frozenset({'类别_食品'}),frozenset({'支付方式_支付宝'}),0.19820981605793075,0.14274627885748917,0.02835888433844363,0.14307507520291116,1.0023033619373731,1.0,6.517066314661382e-05,1.0003836932920347,0.0028661720978031434,0.09072020919860489,0.0003835461279582237,0.17087072010338172
frozenset({'支付方式_支付宝'}),frozenset({'类别_食品'}),0.14274627885748917,0.19820981605793075,0.02835888433844363,0.19866636500385232,1.0023033619373731,1.0,6.517066314661382e-05,1.0005697364068884,0.0026807333661316066,0.09072020919860489,0.0005694119921460036,0.17087072010338172
frozenset({'类别_家居'}),frozenset({'支付方式_现金'}),0.10276609575846017,0.14303126864608248,0.014752331289936667,0.14355251292809953,1.003644268046778,1.0,5.3566239799312035e-05,1.000608612074745,0.004046921948304062,0.06385045846287041,0.0006082418913856323,0.1233465579428122
frozenset({'支付方式_现金'}),frozenset({'类别_家居'}),0.14303126864608248,0.10276609575846017,0.014752331289936667,0.10314060295752486,1.003644268046778,1.0,5.3566239799312035e-05,1.0004175762670264,0.004237068923274471,0.06385045846287041,0.0004174019698701357,0.1233465579428122
frozenset({'类别_服装'}),frozenset({'支付方式_现金'}),0.19943618865509333,0.14303126864608248,0.028462536826637977,0.14271500583006697,0.997788855408966,1.0,-6.307425063946381e-05,0.9996310878900643,-0.00276046361858962,0.09064360132836186,-0.0003690482563066868,0.17085510611767957
frozenset({'支付方式_现金'}),frozenset({'类别_服装'}),0.14303126864608248,0.19943618865509333,0.028462536826637977,0.19899520640529217,0.9977888554089659,1.0,-6.307425063946381e-05,0.9994494636569876,-0.002579240982953424,0.09064360132836186,-0.0005508396002316549,0.17085510611767957
frozenset({'类别_玩具'}),frozenset({'支付方式_现金'}),0.0820910249238045,0.14303126864608248,0.01175048249324022,0.14313967335828515,1.0007579091846757,1.0,8.899053931286233e-06,1.0001265138656,0.0008250656807378057,0.05507045393648202,0.00012649786186643786,0.11264645791192941
frozenset({'类别_电子产品'}),frozenset({'支付方式_现金'}),0.19818988568476217,0.14303126864608248,0.028367831184793038,0.14313460591987262,1.0007224802993662,1.0,2.048040247944194e-05,1.0001205991915463,0.0009004110643404666,0.09067454006729496,0.00012058464913518687,0.17073383994628782
frozenset({'支付方式_现金'}),frozenset({'类别_电子产品'}),0.14303126864608248,0.19818988568476217,0.028367831184793038,0.19833307397270303,1.0007224802993662,1.0,2.048040247944194e-05,1.0001786131912045,0.0008424562904283779,0.09067454006729496,0.00017858129422966914,0.17073383994628782
frozenset({'类别_食品'}),frozenset({'支付方式_现金'}),0.19820981605793075,0.14303126864608248,0.02836695832173456,0.14311580973085486,1.0005910671531661,1.0,1.6756872862074e-05,1.0000986610393008,0.0007367488539904801,0.09066572122705661,9.865130626039456e-05,0.17072139055024627
frozenset({'支付方式_现金'}),frozenset({'类别_食品'}),0.14303126864608248,0.19820981605793075,0.02836695832173456,0.1983269713696377,1.0005910671531661,1.0,1.6756872862074e-05,1.0001461385222192,0.0006893110303183005,0.09066572122705661,0.00014611716887196312,0.17072139055024627
frozenset({'支付方式_银联'}),frozenset({'类别_家居'}),0.14306865628042065,0.10276609575846017,0.014654643365975259,0.1024308450709954,0.9967377306202938,1.0,-4.796386537267265e-05,0.9996264904095425,-0.0038048480459887297,0.06339058948497152,-0.00037364915199919116,0.12251638642741836
frozenset({'类别_家居'}),frozenset({'支付方式_银联'}),0.10276609575846017,0.14306865628042065,0.014654643365975259,0.14260192778384131,0.9967377306202938,1.0,-4.796386537267265e-05,0.9994556455027092,-0.0036345604812636333,0.06339058948497152,-0.0005446509805014954,0.12251638642741836
frozenset({'支付方式_银联'}),frozenset({'类别_服装'}),0.14306865628042065,0.19943618865509333,0.02851549051885235,0.19931333151658864,0.9993839777056853,1.0,-1.757700572032478e-05,0.9998465602796444,-0.0007187961425641338,0.09081674304477373,-0.00015346326771664855,0.17114692715756147
frozenset({'类别_服装'}),frozenset({'支付方式_银联'}),0.19943618865509333,0.14306865628042065,0.02851549051885235,0.14298052279853427,0.9993839777056853,1.0,-1.757700572032478e-05,0.9998971628017438,-0.0007693674923819554,0.09081674304477373,-0.00010284777483319923,0.17114692715756147
frozenset({'类别_玩具'}),frozenset({'支付方式_银联'}),0.0820910249238045,0.14306865628042065,0.011765030210881532,0.14331688783032778,1.0017350519419193,1.0,2.037758235030017e-05,1.0002897588926183,0.001886948268151463,0.05513273250344273,0.00028967495672368136,0.11277517247317023
frozenset({'类别_电子产品'}),frozenset({'支付方式_银联'}),0.19818988568476217,0.14306865628042065,0.02837285014737929,0.14315992992956622,1.000637970968055,1.0,1.8089514090189468e-05,1.0001065235536173,0.0007951561213923605,0.09068120048104049,0.00010651220755841751,0.1707381275037787
frozenset({'支付方式_银联'}),frozenset({'类别_电子产品'}),0.14306865628042065,0.19818988568476217,0.02837285014737929,0.1983163250779912,1.000637970968055,1.0,1.8089514090189468e-05,1.0001577173106855,0.000744008519777875,0.09068120048104049,0.00015769243985780902,0.1707381275037787
frozenset({'类别_食品'}),frozenset({'支付方式_银联'}),0.19820981605793075,0.14306865628042065,0.02834433662080232,0.14300167965706667,0.9995318567665674,1.0,-1.3275424195175606e-05,0.9999218474275106,-0.000583804929527638,0.09057604583727999,-7.81586807914605e-05,0.170559352565405
frozenset({'支付方式_银联'}),frozenset({'类别_食品'}),0.14306865628042065,0.19820981605793075,0.02834433662080232,0.1981170254737433,0.9995318567665673,1.0,-1.3275424195175606e-05,0.9998842841323047,-0.000546259219324238,0.09057604583727999,-0.0001157292594070495,0.170559352565405
